Part ID,Complete Auto Carpet Kit,1974,1982,Dodge,Ramcharger,,Covers all floor originally carpeted,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ea/62/ee/63/63ee62ea1292792ac38aff85/Coverage_Complete-Auto-Carpet-Kit-SUV.png, $ 340.00 , $ 442.00 , $ 244.80 , $ 318.24 
401,Front and Rear Auto Carpet Kit,1949,1952,Chrysler,Imperial,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb685ae95bd6bf4546/Coverage_Coverage_Front-And-Rear-Carpet-Kit-Sedan.png, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
402,Front and Rear Auto Carpet Kit,1949,1949,Chrysler,Series 9Cm,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/4e/92/e6/63/63e6924eae6d21396fc56d70/402.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
402,Front and Rear Auto Carpet Kit,1949,1952,Chrysler,Windsor,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/4e/92/e6/63/63e6924eae6d21396fc56d70/402.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
402,Front and Rear Auto Carpet Kit,1949,1949,Chrysler,Windsor Series,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/4e/92/e6/63/63e6924eae6d21396fc56d70/402.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
402,Front and Rear Auto Carpet Kit,1949,1949,DeSoto,S-13,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/4e/92/e6/63/63e6924eae6d21396fc56d70/402.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
501,Front and Rear Auto Carpet Kit,1949,1952,Dodge,Coronet,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906764/501.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
501,Front and Rear Auto Carpet Kit,1949,1952,Dodge,Wayfarer,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906764/501.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1301,Front and Rear Auto Carpet Kit,1949,1951,Plymouth,Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906746/1301.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1301,Front and Rear Auto Carpet Kit,1949,1950,Plymouth,Special Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906746/1301.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1301,Front and Rear Auto Carpet Kit,1949,1952,Plymouth,Suburban,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906746/1301.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
402,Front and Rear Auto Carpet Kit,1950,1950,DeSoto,S-14,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/4e/92/e6/63/63e6924eae6d21396fc56d70/402.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
405,Front and Rear Auto Carpet Kit,1950,1950,Chrysler,300,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/b0/9b/f3/63/63f39bb0685ae95bd6bf8a21/405.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
402,Front and Rear Auto Carpet Kit,1951,1952,DeSoto,S-15,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/4e/92/e6/63/63e6924eae6d21396fc56d70/402.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1301,Front and Rear Auto Carpet Kit,1951,1952,Plymouth,Cambridge,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906746/1301.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1301,Front and Rear Auto Carpet Kit,1951,1952,Plymouth,Concord,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906746/1301.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1301,Front and Rear Auto Carpet Kit,1951,1952,Plymouth,Cranbrook,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906746/1301.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
192,Front with Side Extensions Auto Carpet Kit,1952,1959,Dodge,Truck,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
402,Front and Rear Auto Carpet Kit,1952,1952,DeSoto,Firedome,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/4e/92/e6/63/63e6924eae6d21396fc56d70/402.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
403,Front and Rear Auto Carpet Kit,1953,1954,Chrysler,Imperial,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/dc/9b/f3/63/63f39bdcae6d21396fc65dd2/403.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
403,Front and Rear Auto Carpet Kit,1953,1954,DeSoto,Firedome,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/dc/9b/f3/63/63f39bdcae6d21396fc65dd2/403.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
403,Front and Rear Auto Carpet Kit,1953,1954,DeSoto,Powermaster,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/dc/9b/f3/63/63f39bdcae6d21396fc65dd2/403.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
502,Front and Rear Auto Carpet Kit,1953,1954,Dodge,Coronet,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/55/7e/b8/63/63b87e55f673713d35ffaa99/502.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
502,Front and Rear Auto Carpet Kit,1953,1954,Dodge,Meadowbrook,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/55/7e/b8/63/63b87e55f673713d35ffaa99/502.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
502,Front and Rear Auto Carpet Kit,1953,1953,Dodge,Meadowbrook Suburban Wago,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/55/7e/b8/63/63b87e55f673713d35ffaa99/502.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1303,Front and Rear Auto Carpet Kit,1953,1954,Plymouth,Belvedere,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/a7/7a/f7/63/63f77aa7685ae95bd6bfdcc9/1303_ll0180.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1303,Front and Rear Auto Carpet Kit,1953,1953,Plymouth,Cambridge,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/a7/7a/f7/63/63f77aa7685ae95bd6bfdcc9/1303_ll0180.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1303,Front and Rear Auto Carpet Kit,1953,1953,Plymouth,Cranbrook,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/a7/7a/f7/63/63f77aa7685ae95bd6bfdcc9/1303_ll0180.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1303,Front and Rear Auto Carpet Kit,1953,1954,Plymouth,Savoy,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/a7/7a/f7/63/63f77aa7685ae95bd6bfdcc9/1303_ll0180.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1303,Front and Rear Auto Carpet Kit,1953,1954,Plymouth,Suburban,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/a7/7a/f7/63/63f77aa7685ae95bd6bfdcc9/1303_ll0180.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
502,Front and Rear Auto Carpet Kit,1954,1954,Dodge,Coronet Suburban Wagon,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/55/7e/b8/63/63b87e55f673713d35ffaa99/502.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
502,Front and Rear Auto Carpet Kit,1954,1954,Dodge,Royal,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/55/7e/b8/63/63b87e55f673713d35ffaa99/502.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1303,Front and Rear Auto Carpet Kit,1954,1954,Plymouth,Plaza,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/a7/7a/f7/63/63f77aa7685ae95bd6bfdcc9/1303_ll0180.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
405,Front and Rear Auto Carpet Kit,1955,1955,Chrysler,Imperial,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/b0/9b/f3/63/63f39bb0685ae95bd6bf8a21/405.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
405,Front and Rear Auto Carpet Kit,1955,1955,Chrysler,New Yorker,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/b0/9b/f3/63/63f39bb0685ae95bd6bf8a21/405.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
405,Front and Rear Auto Carpet Kit,1955,1956,Chrysler,Windsor,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/b0/9b/f3/63/63f39bb0685ae95bd6bf8a21/405.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
405,Front and Rear Auto Carpet Kit,1955,1956,DeSoto,Firedome,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/b0/9b/f3/63/63f39bb0685ae95bd6bf8a21/405.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
405,Front and Rear Auto Carpet Kit,1955,1956,DeSoto,Fireflite,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/b0/9b/f3/63/63f39bb0685ae95bd6bf8a21/405.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1305D,Front and Rear Auto Carpet Kit,1955,1956,Dodge,Coronet,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 245.00 , $ 318.50 , $ 176.40 , $ 229.32 
1305D,Front and Rear Auto Carpet Kit,1955,1956,Dodge,Custom,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 245.00 , $ 318.50 , $ 176.40 , $ 229.32 
1305D,Front and Rear Auto Carpet Kit,1955,1956,Dodge,Royal,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 245.00 , $ 318.50 , $ 176.40 , $ 229.32 
1305P,Front and Rear Auto Carpet Kit,1955,1956,Plymouth,Belvedere,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1305P,Front and Rear Auto Carpet Kit,1955,1956,Plymouth,Plaza,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1305P,Front and Rear Auto Carpet Kit,1955,1956,Plymouth,Savoy,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1305P,Front and Rear Auto Carpet Kit,1955,1956,Plymouth,Suburban,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
405,Front and Rear Auto Carpet Kit,1956,1956,DeSoto,Adventurer,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/b0/9b/f3/63/63f39bb0685ae95bd6bf8a21/405.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1305P,Front and Rear Auto Carpet Kit,1956,1956,Plymouth,Fury,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ae/9b/f3/63/63f39bae5969a63f3a55482f/1305d.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
192,Front with Side Extensions Auto Carpet Kit,1957,1959,Dodge,D100 Pickup,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
192,Front with Side Extensions Auto Carpet Kit,1957,1959,Dodge,D200 Pickup,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
192,Front with Side Extensions Auto Carpet Kit,1957,1959,Dodge,D300 Pickup,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
192,Front with Side Extensions Auto Carpet Kit,1957,1959,Dodge,W100 Pickup,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
192,Front with Side Extensions Auto Carpet Kit,1957,1959,Dodge,W200 Pickup,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
192,Front with Side Extensions Auto Carpet Kit,1957,1959,Dodge,W300 Pickup,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
407,Front and Rear Auto Carpet Kit,1957,1958,Chrysler,Imperial,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb685ae95bd6bf4546/Coverage_Coverage_Front-And-Rear-Carpet-Kit-Sedan.png, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Chrysler,300,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Chrysler,New Yorker,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Chrysler,Saratoga,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Chrysler,Town & Country,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Chrysler,Windsor,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Chrysler,Windsor Town & Country Wa,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Dodge,Coronet,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Dodge,Custom,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Plymouth,Belvedere,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Plymouth,Fury,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1958,Plymouth,Plaza,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Plymouth,Savoy,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1957,1959,Plymouth,Suburban,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
408,Front and Rear Auto Carpet Kit,1959,1961,Chrysler,Imperial,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb685ae95bd6bf4546/Coverage_Coverage_Front-And-Rear-Carpet-Kit-Sedan.png, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
1306,Front and Rear Auto Carpet Kit,1959,1959,Dodge,Custom Royal,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/17/7b/a3/63/63a37b17f2876cfbad906743/1306.jpg, $ 180.00 , $ 234.00 , $ 129.60 , $ 168.48 
192,Front with Side Extensions Auto Carpet Kit,1960,1960,Dodge,D100 Series,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
192,Front with Side Extensions Auto Carpet Kit,1960,1960,Dodge,D200 Series,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
192,Front with Side Extensions Auto Carpet Kit,1960,1960,Dodge,D300 Series,,Covers from firewall to front of front seat and along sides of front seat,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb31aaaecc7764a3c3/Coverage_Front-With-Side-Extensions-Carpet-Kit-Pickup.png, $ 165.00 , $ 214.50 , $ 118.80 , $ 154.44 
